ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2013-09-12,31252,13.68,80.6,88.0,71.1,8.4,0.0,Thursday,9
2013-09-13,36501,14.66,71.3,86.0,68.0,9.4,1.3,Friday,9
2013-09-14,31607,16.69,61.6,77.0,55.9,10.8,0.03,Saturday,9
2013-09-15,31914,17.27,61.5,73.0,54.0,6.9,0.0,Sunday,9
2013-09-16,31287,13.8,65.8,73.0,54.0,6.9,0.0,Monday,9
2013-09-17,38283,13.88,58.2,72.0,48.9,10.1,0.02,Tuesday,9
2013-09-18,37957,13.93,61.8,71.1,48.9,5.0,0.0,Wednesday,9
2013-09-19,39200,14.11,65.0,77.0,55.0,5.4,0.0,Thursday,9
2013-09-20,39382,14.81,68.1,78.1,57.0,5.8,0.0,Friday,9
2013-09-21,31826,17.05,67.4,78.1,61.0,9.4,0.0,Saturday,9
2013-09-22,29758,16.5,66.3,75.9,61.0,12.9,0.98,Sunday,9
2013-09-23,35152,13.87,58.5,68.0,52.0,10.6,0.53,Monday,9
2013-09-24,38417,13.78,59.1,73.0,50.0,8.0,0.0,Tuesday,9
2013-09-25,38223,13.99,64.1,73.0,50.0,5.4,0.0,Wednesday,9
2013-09-26,38189,13.79,63.9,72.0,55.0,6.2,0.0,Thursday,9
2013-09-27,37412,14.23,61.5,69.1,57.0,6.4,0.0,Friday,9
2013-09-28,34931,17.02,64.4,73.0,57.0,7.3,0.0,Saturday,9
2013-09-29,32592,16.52,64.6,73.0,57.9,4.9,0.0,Sunday,9
2013-09-30,37148,13.73,63.9,73.0,57.9,4.1,0.0,Monday,9
2013-10-01,40575,13.71,68.9,81.0,57.9,5.5,0.0,Tuesday,10
2013-10-02,41383,13.91,73.9,84.0,62.1,6.0,0.0,Wednesday,10
2013-10-03,40456,13.72,72.6,84.0,64.9,4.3,0.0,Thursday,10
2013-10-04,40195,14.67,74.0,86.0,64.9,4.9,0.0,Friday,10
2013-10-05,34181,16.76,68.3,86.0,64.0,6.7,0.03,Saturday,10
2013-10-06,26574,14.69,66.5,73.0,64.0,7.6,0.01,Sunday,10
2013-10-07,25016,12.65,70.7,77.0,64.0,11.8,0.33,Monday,10
2013-10-08,38365,13.78,61.6,77.0,55.9,10.2,0.0,Tuesday,10
2013-10-09,36969,12.84,59.7,66.0,54.0,12.3,0.0,Wednesday,10
2013-10-10,31171,12.4,59.1,66.0,54.0,13.2,0.0,Thursday,10
2013-10-11,33357,13.34,63.7,69.1,54.0,16.4,0.0,Friday,10
2013-10-12,32457,16.88,65.7,72.0,60.1,15.5,0.0,Saturday,10
2013-10-13,28832,15.95,60.9,72.0,57.0,15.0,0.0,Sunday,10
2013-10-14,33018,13.91,58.0,64.9,53.1,6.6,0.0,Monday,10
2013-10-15,37534,13.48,60.4,70.0,53.1,4.7,0.0,Tuesday,10
2013-10-16,36911,13.34,60.1,70.0,55.9,5.6,0.0,Wednesday,10
2013-10-17,36888,13.39,64.7,73.0,57.0,6.7,0.0,Thursday,10
2013-10-18,38122,13.88,64.2,73.0,57.9,11.5,0.01,Friday,10
2013-10-19,29548,15.61,59.4,69.1,54.0,5.9,0.0,Saturday,10
2013-10-20,29256,15.91,58.4,64.0,51.1,10.4,0.0,Sunday,10
2013-10-21,35012,13.79,59.3,66.9,51.1,7.3,0.0,Monday,10
2013-10-22,36338,12.58,59.6,68.0,52.0,7.6,0.0,Tuesday,10
2013-10-23,32365,12.02,52.8,68.0,50.0,7.8,0.0,Wednesday,10
2013-10-24,32251,12.12,48.4,55.0,43.0,11.8,0.0,Thursday,10
2013-10-25,30979,12.51,47.4,55.0,42.1,13.0,0.0,Friday,10
2013-10-26,24569,14.57,49.5,55.9,42.1,10.1,0.0,Saturday,10
2013-10-27,23965,14.66,53.0,59.0,43.0,10.3,0.0,Sunday,10
2013-10-28,31498,12.78,53.0,61.0,44.1,7.7,0.0,Monday,10
2013-10-29,33414,12.58,50.5,61.0,44.1,8.0,0.0,Tuesday,10
2013-10-30,35069,12.16,52.9,60.1,44.1,4.5,0.0,Wednesday,10
2013-10-31,31444,12.93,59.3,66.9,48.0,6.2,0.0,Thursday,10
2013-11-01,30384,13.63,65.9,70.0,53.1,12.1,0.05,Friday,11
2013-11-02,31013,16.59,61.5,70.0,55.0,5.7,0.05,Saturday,11
2013-11-03,20798,13.26,50.9,68.0,42.1,11.2,0.01,Sunday,11
2013-11-04,27142,12.37,39.5,55.9,34.0,10.3,0.0,Monday,11
2013-11-05,31493,12.21,46.8,55.0,34.0,6.7,0.0,Tuesday,11
2013-11-06,34826,13.01,53.2,61.0,42.1,5.9,0.0,Wednesday,11
2013-11-07,25719,11.87,58.3,63.0,46.9,9.2,0.0,Thursday,11
2013-11-08,28686,12.61,46.0,63.0,41.0,14.2,0.08,Friday,11
2013-11-09,21734,14.41,44.3,50.0,39.9,10.3,0.0,Saturday,11
2013-11-10,19712,13.91,50.1,60.1,39.9,11.0,0.0,Sunday,11
2013-11-11,27295,12.65,48.6,60.1,44.1,13.6,0.0,Monday,11
2013-11-12,19925,11.08,43.9,53.1,34.0,13.4,0.02,Tuesday,11
2013-11-13,23633,11.13,34.0,52.0,30.0,13.4,0.01,Wednesday,11
2013-11-14,27040,13.03,41.0,53.1,30.0,11.6,0.0,Thursday,11
2013-11-15,29051,12.72,49.1,57.0,34.0,6.2,0.0,Friday,11
2013-11-16,25194,15.31,51.9,59.0,43.0,5.5,0.03,Saturday,11
2013-11-17,17995,13.47,52.6,60.8,48.2,4.5,0.02,Sunday,11
2013-11-18,30615,13.22,60.3,64.9,48.9,11.4,0.25,Monday,11
2013-11-19,27417,11.48,48.3,64.9,41.0,16.8,0.23,Tuesday,11
2013-11-20,26229,11.41,38.0,51.1,32.0,9.0,0.0,Wednesday,11
2013-11-21,28752,11.77,41.6,52.0,32.0,6.4,0.0,Thursday,11
2013-11-22,25448,12.09,52.4,57.0,36.0,6.4,0.0,Friday,11
2013-11-23,18996,14.31,47.4,57.0,39.9,12.8,0.07,Saturday,11
2013-11-24,9392,11.1,29.4,55.0,24.1,22.2,0.02,Sunday,11
2013-11-25,19116,11.02,27.9,35.1,24.1,11.9,0.0,Monday,11
2013-11-26,14999,13.04,36.0,39.9,24.1,7.0,0.0,Tuesday,11
2013-11-27,7976,11.03,48.0,60.1,34.0,13.7,1.91,Wednesday,11
2013-11-28,5204,13.91,34.1,39.2,30.9,17.9,0.3,Thursday,11
2013-11-29,10127,13.15,34.1,39.0,30.9,7.2,0.0,Friday,11
2013-11-30,9863,13.68,31.3,39.0,25.0,7.2,0.0,Saturday,11
2013-12-01,13326,13.56,41.1,48.9,25.0,3.2,0.0,Sunday,12
2013-12-02,24576,12.38,44.2,48.9,37.0,4.5,0.0,Monday,12
2013-12-03,27431,12.17,44.0,53.1,37.9,4.0,0.0,Tuesday,12
2013-12-04,28199,12.27,43.8,53.1,37.9,4.3,0.0,Wednesday,12
2013-12-05,26988,12.38,48.6,57.9,39.0,5.3,0.01,Thursday,12
2013-12-06,10736,11.62,50.5,57.9,42.8,7.1,0.05,Friday,12
2013-12-07,15545,12.23,38.2,43.0,35.6,10.7,0.81,Saturday,12
2013-12-08,10090,12.17,32.1,37.9,28.4,8.7,0.13,Sunday,12
2013-12-09,14824,10.72,34.5,39.2,28.9,10.9,0.19,Monday,12
2013-12-10,12850,11.55,36.0,39.0,32.0,8.5,0.07,Tuesday,12
2013-12-11,18766,11.96,30.7,39.0,27.0,13.2,0.22,Wednesday,12
2013-12-12,17214,11.46,27.6,34.0,23.0,12.5,0.0,Thursday,12
2013-12-13,17888,12.06,28.2,35.1,23.0,13.0,0.0,Friday,12
2013-12-14,3701,12.06,28.6,35.1,24.1,12.0,0.0,Saturday,12
2013-12-15,7462,15.23,33.7,39.0,24.1,14.2,1.21,Sunday,12
2013-12-16,15562,11.22,31.0,39.0,26.1,12.0,0.77,Monday,12
2013-12-17,7863,12.22,27.2,34.0,24.1,7.3,0.0,Tuesday,12
2013-12-18,14924,11.49,28.6,37.0,24.1,9.4,0.16,Wednesday,12
2013-12-19,18766,11.24,36.6,45.0,24.1,9.6,0.0,Thursday,12
2013-12-20,22066,14.08,45.2,52.0,30.9,5.4,0.0,Friday,12
2013-12-21,17940,14.48,53.6,60.1,37.9,6.6,0.0,Saturday,12
2013-12-22,15063,15.07,58.4,69.1,50.0,9.0,0.01,Sunday,12
2013-12-23,6956,11.89,58.5,69.1,50.0,6.2,0.09,Monday,12
2013-12-24,11025,12.74,39.2,62.1,34.0,10.7,0.44,Tuesday,12
2013-12-25,3260,13.75,25.6,42.1,19.0,10.3,0.0,Wednesday,12
2013-12-26,9763,11.94,31.7,36.0,19.0,6.2,0.0,Thursday,12
2013-12-27,11720,12.44,35.6,39.9,30.0,10.3,0.0,Friday,12
2013-12-28,12022,16.26,42.4,55.0,32.0,9.3,0.0,Saturday,12
2013-12-29,3775,12.16,45.2,55.0,36.0,7.1,0.0,Sunday,12
2013-12-30,13241,12.35,40.5,48.0,28.9,11.3,1.2,Monday,12
2013-12-31,10424,13.24,26.0,44.1,21.0,9.9,0.0,Tuesday,12
2014-01-01,6059,15.38,28.9,33.1,21.0,9.4,0.0,Wednesday,1
2014-01-02,8600,12.98,28.9,33.1,25.0,14.2,0.01,Thursday,1
2014-01-03,1144,13.39,16.6,32.0,10.9,16.7,0.3,Friday,1
2014-01-04,2292,20.4,15.8,27.0,9.0,6.8,0.25,Saturday,1
2014-01-05,2678,13.74,29.1,35.6,26.1,4.8,0.0,Sunday,1
2014-01-06,9510,12.81,44.7,53.1,25.0,11.2,0.17,Monday,1
2014-01-07,6267,12.1,14.0,36.0,3.9,19.6,0.24,Tuesday,1
2014-01-08,9246,10.23,12.9,21.9,3.9,11.4,0.0,Wednesday,1
2014-01-09,13354,10.86,25.7,33.1,9.0,7.0,0.0,Thursday,1
2014-01-10,9847,11.19,30.2,34.0,23.0,4.8,0.0,Friday,1
2014-01-11,7695,12.37,43.7,55.0,27.0,9.2,0.22,Saturday,1
2014-01-12,12515,12.07,47.6,55.9,34.0,13.6,0.45,Sunday,1
2014-01-13,20633,11.78,41.8,54.0,35.1,8.9,0.02,Monday,1
2014-01-14,9999,11.12,45.8,50.0,35.1,6.6,0.02,Tuesday,1
2014-01-15,21630,11.7,42.4,50.0,36.0,5.5,0.36,Wednesday,1
2014-01-16,19953,11.39,39.1,41.0,37.0,5.9,0.0,Thursday,1
2014-01-17,20301,12.21,38.3,46.0,33.1,5.5,0.0,Friday,1
2014-01-18,9438,14.08,37.5,46.0,32.0,7.7,0.0,Saturday,1
2014-01-19,9028,13.61,29.8,39.0,25.0,12.1,0.15,Sunday,1
2014-01-20,13407,13.1,39.6,46.0,25.0,11.1,0.0,Monday,1
2014-01-21,3804,14.3,25.7,46.0,14.0,12.5,0.0,Tuesday,1
2014-01-22,2451,16.58,12.6,32.0,7.0,16.6,0.25,Wednesday,1
2014-01-23,5071,15.4,13.5,21.0,7.0,11.9,0.0,Thursday,1
2014-01-24,6176,13.03,15.7,21.0,8.1,12.8,0.0,Friday,1
2014-01-25,4338,11.47,22.0,27.0,10.9,12.6,0.0,Saturday,1
2014-01-26,4980,11.96,21.9,27.0,18.0,12.7,0.02,Sunday,1
2014-01-27,13119,10.54,33.7,44.1,18.0,9.4,0.0,Monday,1
2014-01-28,10033,14.22,18.5,28.0,12.9,11.8,0.0,Tuesday,1
2014-01-29,10021,11.17,18.2,23.0,12.9,8.1,0.05,Wednesday,1
2014-01-30,12158,11.19,21.6,28.9,14.0,7.5,0.0,Thursday,1
2014-01-31,14653,11.71,30.5,39.0,18.0,7.3,0.0,Friday,1
2014-02-01,12771,13.67,38.2,44.1,26.1,3.2,0.0,Saturday,2
2014-02-02,13816,13.74,40.3,55.0,30.0,3.3,0.0,Sunday,2
2014-02-03,2600,13.29,35.6,55.0,30.0,8.2,0.27,Monday,2
2014-02-04,8709,12.54,29.6,42.1,25.0,6.2,0.81,Tuesday,2
2014-02-05,2746,15.42,31.5,36.0,25.0,9.0,0.74,Wednesday,2
2014-02-06,7196,17.35,28.4,34.0,21.9,8.6,0.44,Thursday,2
2014-02-07,8495,17.48,28.5,33.1,21.9,8.9,0.0,Friday,2
2014-02-08,5986,17.38,26.8,33.1,21.9,8.0,0.0,Saturday,2
2014-02-09,4996,17.12,26.1,28.9,21.0,6.5,0.0,Sunday,2
2014-02-10,6846,14.4,25.9,28.9,21.0,12.4,0.1,Monday,2
2014-02-11,8343,16.45,22.6,28.9,18.0,11.3,0.0,Tuesday,2
2014-02-12,8580,14.08,19.0,26.1,14.0,9.2,0.0,Wednesday,2
2014-02-13,876,81.11,28.7,36.0,14.0,15.8,0.18,Thursday,2
2014-02-14,3609,28.91,35.4,39.9,24.1,16.4,1.75,Friday,2
2014-02-15,2261,18.35,34.5,39.0,30.2,9.7,0.25,Saturday,2
2014-02-16,3003,21.35,27.2,37.0,21.9,14.0,0.05,Sunday,2
2014-02-17,4854,16.12,24.4,33.1,19.0,11.2,0.0,Monday,2
2014-02-18,5140,14.63,30.6,39.9,19.0,7.2,0.05,Tuesday,2
2014-02-19,8506,14.16,36.4,45.0,25.0,5.3,0.1,Wednesday,2
2014-02-20,11792,13.57,42.5,50.0,28.0,8.1,0.25,Thursday,2
2014-02-21,8680,11.75,37.1,46.9,33.8,8.2,0.02,Friday,2
2014-02-22,13044,16.47,45.5,55.0,34.0,9.4,0.11,Saturday,2
2014-02-23,13324,15.58,48.0,55.0,37.9,5.2,0.0,Sunday,2
2014-02-24,12922,12.59,40.0,54.0,33.1,13.2,0.0,Monday,2
2014-02-25,12830,11.43,28.7,44.1,24.1,12.9,0.0,Tuesday,2
2014-02-26,11188,11.07,28.0,33.1,24.1,9.2,0.0,Wednesday,2
2014-02-27,12036,10.51,24.7,33.1,19.0,9.6,0.01,Thursday,2
2014-02-28,9587,11.09,17.3,33.1,10.0,13.3,0.0,Friday,2
2014-03-01,9202,11.87,26.6,37.9,10.0,5.6,0.0,Saturday,3
2014-03-02,8195,11.22,36.6,39.0,21.0,6.0,0.0,Sunday,3
2014-03-03,7708,11.46,25.9,39.0,19.9,10.6,0.01,Monday,3
2014-03-04,10398,10.33,20.3,32.0,12.9,6.4,0.0,Tuesday,3
2014-03-05,13801,10.52,30.6,37.0,12.9,5.1,0.0,Wednesday,3
2014-03-06,12773,10.19,24.2,37.0,16.0,10.2,0.0,Thursday,3
2014-03-07,13304,11.05,29.2,36.0,16.0,10.2,0.0,Friday,3
2014-03-08,16350,15.87,41.6,55.9,26.1,7.3,0.0,Saturday,3
2014-03-09,12262,12.71,41.4,55.9,35.1,11.3,0.0,Sunday,3
2014-03-10,17231,11.22,41.9,51.1,35.1,8.7,0.0,Monday,3
2014-03-11,24356,12.95,52.3,64.9,37.0,7.0,0.0,Tuesday,3
2014-03-12,15101,10.97,48.1,64.9,39.0,7.4,0.0,Wednesday,3
2014-03-13,10979,10.65,28.8,54.0,19.0,20.9,0.35,Thursday,3
2014-03-14,16299,10.92,29.7,44.1,19.0,12.9,0.0,Friday,3
2014-03-15,18053,14.78,47.9,57.9,39.0,11.1,0.0,Saturday,3
2014-03-16,9851,12.28,37.7,57.9,30.0,14.2,0.0,Sunday,3
2014-03-17,12503,10.62,28.3,33.1,23.0,9.3,0.0,Monday,3
2014-03-18,16679,11.35,32.1,41.0,23.0,9.4,0.0,Tuesday,3
2014-03-19,13341,10.86,35.8,45.0,27.0,9.4,0.0,Wednesday,3
2014-03-20,19695,11.97,45.3,53.1,30.9,11.4,0.99,Thursday,3
2014-03-21,20718,12.22,43.7,53.1,39.0,14.1,0.0,Friday,3
2014-03-22,19880,16.06,48.4,63.0,37.0,9.7,0.0,Saturday,3
2014-03-23,11740,12.28,41.5,63.0,35.1,11.0,0.0,Sunday,3
2014-03-24,13598,10.49,28.1,42.1,21.9,12.8,0.0,Monday,3
2014-03-25,16037,10.42,31.6,37.9,21.9,7.5,0.0,Tuesday,3
2014-03-26,14500,10.2,33.4,37.9,26.1,16.8,0.0,Wednesday,3
2014-03-27,16666,11.41,30.1,42.1,23.0,12.7,0.0,Thursday,3
2014-03-28,18425,12.24,44.9,60.1,23.0,8.1,0.0,Friday,3
2014-03-29,4480,11.07,48.3,60.1,37.9,6.7,0.03,Saturday,3
2014-03-30,7907,12.75,44.1,55.0,41.0,12.4,1.97,Sunday,3
2014-03-31,17085,11.83,42.1,53.1,35.6,15.2,0.29,Monday,3
2014-04-01,23908,12.85,45.9,59.0,36.0,8.5,0.02,Tuesday,4
2014-04-02,22515,12.0,45.6,59.0,39.0,5.7,0.0,Wednesday,4
2014-04-03,26321,12.89,50.7,64.0,41.0,3.9,0.0,Thursday,4
2014-04-04,12566,10.68,44.7,51.1,39.2,9.8,0.09,Friday,4
2014-04-05,18655,14.95,45.3,54.0,39.0,12.8,0.17,Saturday,4
2014-04-06,20750,16.59,44.9,59.0,37.0,9.7,0.0,Sunday,4
2014-04-07,14677,11.32,46.1,59.0,37.0,6.9,0.0,Monday,4
2014-04-08,21884,12.15,51.0,64.9,41.0,10.7,0.99,Tuesday,4
2014-04-09,26931,12.85,51.4,64.9,43.0,13.2,0.01,Wednesday,4
2014-04-10,27463,12.73,49.8,59.0,42.1,10.4,0.0,Thursday,4
2014-04-11,26798,13.81,59.2,73.9,42.1,8.8,0.0,Friday,4
2014-04-12,27108,17.64,58.8,73.9,48.9,6.6,0.0,Saturday,4
2014-04-13,26871,18.38,59.8,73.9,48.9,8.2,0.0,Sunday,4
2014-04-14,28832,14.84,61.7,73.9,50.0,10.5,0.0,Monday,4
2014-04-15,10523,10.55,56.9,61.0,44.6,13.7,0.1,Tuesday,4
2014-04-16,20082,11.89,38.9,46.9,32.0,14.1,0.82,Wednesday,4
2014-04-17,22282,12.43,41.1,46.9,32.0,11.4,0.05,Thursday,4
2014-04-18,20770,12.43,39.9,46.9,35.1,7.1,0.0,Friday,4
2014-04-19,24369,18.44,50.6,64.9,35.1,6.8,0.0,Saturday,4
2014-04-20,18464,16.71,51.6,64.9,42.1,9.2,0.0,Sunday,4
2014-04-21,27124,13.9,49.9,63.0,41.0,5.4,0.0,Monday,4
2014-04-22,27259,12.71,56.4,66.0,41.0,7.7,0.0,Tuesday,4
2014-04-23,26949,12.41,55.6,66.0,48.0,16.0,0.0,Wednesday,4
2014-04-24,28107,13.02,49.4,62.1,43.0,17.9,0.0,Thursday,4
2014-04-25,27919,13.53,52.3,60.1,43.0,8.9,0.0,Friday,4
2014-04-26,19899,16.16,52.0,64.0,44.6,8.2,0.7,Saturday,4
2014-04-27,21926,15.82,51.3,64.0,45.0,10.8,0.06,Sunday,4
2014-04-28,28557,13.44,53.7,64.0,46.0,7.3,0.0,Monday,4
2014-04-29,18404,11.01,49.9,64.0,44.1,13.4,0.0,Tuesday,4
2014-04-30,2867,9.5,44.5,51.1,42.1,14.1,0.55,Wednesday,4
2014-05-01,26762,14.31,59.3,77.0,42.1,7.9,4.88,Thursday,5
2014-05-02,32377,14.01,62.8,77.0,48.9,7.6,0.01,Friday,5
2014-05-03,25501,18.09,61.7,69.1,54.0,7.2,0.0,Saturday,5
2014-05-04,21277,15.44,58.7,69.1,54.0,12.2,0.03,Sunday,5
2014-05-05,30288,14.4,57.5,66.9,50.0,15.6,0.0,Monday,5
2014-05-06,32233,14.3,59.2,68.0,50.0,8.6,0.0,Tuesday,5
2014-05-07,32882,13.29,59.0,68.0,51.1,7.0,0.0,Wednesday,5
2014-05-08,17619,12.22,55.6,68.0,51.1,6.7,0.32,Thursday,5
2014-05-09,22641,12.29,54.9,63.0,52.0,5.5,0.09,Friday,5
2014-05-10,21832,15.36,65.4,82.0,52.0,7.1,0.02,Saturday,5
2014-05-11,28326,18.77,69.3,82.0,55.0,9.8,0.93,Sunday,5
2014-05-12,31644,14.39,73.2,82.0,62.1,4.4,0.02,Monday,5
2014-05-13,32847,13.42,65.8,82.0,59.0,7.7,0.0,Tuesday,5
2014-05-14,30044,12.95,56.5,71.1,51.1,7.1,0.0,Wednesday,5
2014-05-15,26057,12.98,60.7,75.0,51.1,8.5,0.14,Thursday,5
2014-05-16,17784,11.66,67.2,75.0,54.0,15.9,0.03,Friday,5
2014-05-17,29912,17.7,62.2,71.1,54.0,9.8,1.58,Saturday,5
2014-05-18,27436,17.06,60.4,70.0,53.1,7.6,0.0,Sunday,5
2014-05-19,31692,13.41,60.4,70.0,53.1,10.5,0.0,Monday,5
2014-05-20,35567,14.05,65.5,77.0,53.1,8.9,0.0,Tuesday,5
2014-05-21,34420,13.39,69.7,77.0,57.0,6.7,0.0,Wednesday,5
2014-05-22,24535,12.21,62.9,75.0,57.9,6.2,0.27,Thursday,5
2014-05-23,24484,12.9,60.3,68.0,57.0,6.0,0.01,Friday,5
2014-05-24,16798,15.96,60.2,68.0,57.0,6.2,1.09,Saturday,5
2014-05-25,25637,20.05,65.5,81.0,55.9,5.4,0.02,Sunday,5
2014-05-26,26930,19.53,75.2,87.1,55.9,7.2,0.0,Monday,5
2014-05-27,32936,14.42,79.5,87.1,66.0,7.6,0.0,Tuesday,5
2014-05-28,29690,12.47,61.3,86.0,54.0,11.7,0.0,Wednesday,5
2014-05-29,33889,13.32,55.6,63.0,51.1,9.8,0.0,Thursday,5
2014-05-30,34343,14.14,63.2,75.9,51.1,4.1,0.0,Friday,5
2014-05-31,27734,16.66,64.0,75.9,55.9,10.6,0.03,Saturday,5
2014-06-01,31333,18.02,65.1,77.0,57.0,6.0,0.01,Sunday,6
2014-06-02,34519,14.69,69.7,79.0,57.0,9.3,0.0,Monday,6
2014-06-03,29501,13.37,75.7,84.9,61.0,7.4,0.0,Tuesday,6
